transaction_id,customer_id,purchase_datetime,product_id,product_name,category,quantity,unit_price,line_total,payment_method,store_branch
TXN00167,CUS0034,2025-09-13 10:25:33,P004,เสื้อเชิ้ตลายทาง,เสื้อเชิ้ต,3,590,1770,บัตรเครดิต,ออนไลน์
TXN00166,CUS0034,2025-12-18 19:54:12,P003,เสื้อโปโล สีกรม,เสื้อโปโล,3,399,1197,LINE Pay,สาขาเซ็นทรัลเวิลด์
TXN00163,CUS0034,2026-01-31 13:19:08,P006,กางเกงยีนส์ขาตรง,กางเกงยีนส์,2,890,1780,เงินสด,ออนไลน์
TXN00165,CUS0034,2026-04-07 21:52:57,P030,สร้อยคอเงิน,แอคเซสซอรี่,3,690,2070,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00168,CUS0035,2025-12-17 20:53:20,P004,เสื้อเชิ้ตลายทาง,เสื้อเชิ้ต,3,590,1770,เงินสด,ออนไลน์
TXN00172,CUS0035,2026-03-28 17:48:39,P007,กางเกงยีนส์ขาเดฟ,กางเกงยีนส์,2,950,1900,LINE Pay,สาขาเซ็นทรัลเวิลด์
TXN00170,CUS0035,2026-04-04 16:24:42,P008,กางเกงขาสั้นผ้าฝ้าย,กางเกงขาสั้น,2,450,900,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00173,CUS0035,2026-06-20 11:04:08,P002,เสื้อยืดคอกลม สีดำ,เสื้อยืด,2,259,518,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00171,CUS0035,2026-07-10 12:01:00,P024,เข็มขัดหนัง,เข็มขัด,3,490,1470,TrueMoney Wallet,ออนไลน์
TXN00169,CUS0035,2026-07-19 18:54:40,P005,เสื้อเชิ้ตแขนสั้น สีฟ้า,เสื้อเชิ้ต,3,550,1650,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00174,CUS0036,2024-02-22 20:08:05,P003,เสื้อโปโล สีกรม,เสื้อโปโล,1,399,399,โอนเงิน/พร้อมเพย์,สาขาสยาม
TXN00176,CUS0036,2025-10-01 21:44:52,P015,ฮู้ดดี้ สีเทา,ฮู้ดดี้,1,690,690,เงินสด,สาขาเซ็นทรัลเวิลด์
TXN00175,CUS0036,2026-02-20 18:57:24,P026,ชุดออกกำลังกาย เซ็ต,ชุดกีฬา,1,1050,1050,บัตรเครดิต,สาขาสยาม
TXN00178,CUS0036,2026-05-14 15:39:48,P027,เสื้อแขนยาวลายสก็อต,เสื้อเชิ้ต,1,620,620,โอนเงิน/พร้อมเพย์,สาขาเซ็นทรัลเวิลด์
TXN00177,CUS0036,2026-07-06 17:18:51,P017,รองเท้าผ้าใบสีขาว,รองเท้า,1,1290,1290,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00179,CUS0036,2026-07-18 19:17:57,P022,หมวกแก๊ป,หมวก,2,350,700,LINE Pay,สาขาเซ็นทรัลเวิลด์
TXN00182,CUS0037,2024-07-05 14:07:49,P016,สเวตเตอร์ถักไหมพรม,สเวตเตอร์,2,850,1700,TrueMoney Wallet,สาขาสยาม
TXN00183,CUS0037,2025-07-31 17:35:33,P007,กางเกงยีนส์ขาเดฟ,กางเกงยีนส์,3,950,2850,TrueMoney Wallet,สาขาสยาม
TXN00181,CUS0037,2025-10-29 12:40:59,P030,สร้อยคอเงิน,แอคเซสซอรี่,1,690,690,โอนเงิน/พร้อมเพย์,สาขาเชียงใหม่
TXN00180,CUS0037,2026-05-27 13:20:23,P017,รองเท้าผ้าใบสีขาว,รองเท้า,2,1290,2580,เงินสด,สาขาเซ็นทรัลเวิลด์
TXN00184,CUS0037,2026-07-27 20:54:25,P019,รองเท้าแตะ,รองเท้า,2,350,700,โอนเงิน/พร้อมเพย์,สาขาเชียงใหม่
TXN00187,CUS0038,2025-02-13 21:02:14,P005,เสื้อเชิ้ตแขนสั้น สีฟ้า,เสื้อเชิ้ต,3,550,1650,บัตรเครดิต,สาขาเชียงใหม่
TXN00191,CUS0038,2025-09-29 16:37:19,P003,เสื้อโปโล สีกรม,เสื้อโปโล,3,399,1197,TrueMoney Wallet,สาขาเซ็นทรัลเวิลด์
TXN00189,CUS0038,2025-10-02 19:41:02,P011,เดรสลายดอก,เดรส,2,890,1780,เงินสด,สาขาสยาม
TXN00185,CUS0038,2025-10-05 12:39:47,P012,เดรสสีพื้น แขนกุด,เดรส,2,750,1500,เงินสด,สาขาเชียงใหม่
TXN00186,CUS0038,2025-10-29 14:40:55,P019,รองเท้าแตะ,รองเท้า,3,350,1050,TrueMoney Wallet,สาขาเชียงใหม่
TXN00188,CUS0038,2026-04-30 16:32:23,P030,สร้อยคอเงิน,แอคเซสซอรี่,3,690,2070,เงินสด,สาขาเซ็นทรัลเวิลด์
TXN00190,CUS0038,2026-09-15 15:19:06,P025,ถุงเท้าลายการ์ตูน (แพ็ค 3),ถุงเท้า,1,199,199,TrueMoney Wallet,สาขาเชียงใหม่
TXN00194,CUS0039,2025-09-26 10:41:52,P027,เสื้อแขนยาวลายสก็อต,เสื้อเชิ้ต,2,620,1240,TrueMoney Wallet,สาขาเชียงใหม่
TXN00193,CUS0039,2025-11-09 11:40:09,P020,กระเป๋าสะพายข้าง,กระเป๋า,2,990,1980,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00192,CUS0039,2025-11-28 10:59:51,P012,เดรสสีพื้น แขนกุด,เดรส,1,750,750,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00195,CUS0039,2026-08-17 19:28:38,P016,สเวตเตอร์ถักไหมพรม,สเวตเตอร์,3,850,2550,TrueMoney Wallet,ออนไลน์
TXN00197,CUS0040,2023-08-30 10:39:35,P029,แว่นกันแดด,แอคเซสซอรี่,1,450,450,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00199,CUS0040,2024-01-20 18:19:04,P002,เสื้อยืดคอกลม สีดำ,เสื้อยืด,3,259,777,โอนเงิน/พร้อมเพย์,สาขาสยาม
TXN00198,CUS0040,2024-03-11 18:38:41,P001,เสื้อยืดคอกลม สีขาว,เสื้อยืด,2,259,518,TrueMoney Wallet,ออนไลน์
TXN00196,CUS0040,2026-01-20 10:25:11,P006,กางเกงยีนส์ขาตรง,กางเกงยีนส์,1,890,890,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00204,CUS0041,2023-09-19 13:53:47,P014,แจ็คเก็ตกันหนาว,แจ็คเก็ต,1,1590,1590,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00205,CUS0041,2024-02-02 13:56:24,P024,เข็มขัดหนัง,เข็มขัด,3,490,1470,โอนเงิน/พร้อมเพย์,สาขาเซ็นทรัลเวิลด์
TXN00207,CUS0041,2025-03-25 21:00:54,P003,เสื้อโปโล สีกรม,เสื้อโปโล,2,399,798,เงินสด,ออนไลน์
TXN00206,CUS0041,2025-10-16 21:42:53,P015,ฮู้ดดี้ สีเทา,ฮู้ดดี้,2,690,1380,TrueMoney Wallet,ออนไลน์
TXN00202,CUS0041,2025-10-27 18:43:27,P001,เสื้อยืดคอกลม สีขาว,เสื้อยืด,2,259,518,TrueMoney Wallet,สาขาเชียงใหม่
TXN00203,CUS0041,2025-11-08 13:05:56,P013,แจ็คเก็ตยีนส์,แจ็คเก็ต,2,1290,2580,TrueMoney Wallet,สาขาสยาม
TXN00201,CUS0041,2025-11-12 10:07:21,P018,รองเท้าผ้าใบลายพราง,รองเท้า,1,1390,1390,โอนเงิน/พร้อมเพย์,สาขาสยาม
TXN00200,CUS0041,2025-12-06 17:11:14,P023,หมวกบักเก็ต,หมวก,3,390,1170,เงินสด,สาขาเชียงใหม่
TXN00209,CUS0042,2026-08-13 10:07:06,P029,แว่นกันแดด,แอคเซสซอรี่,1,450,450,TrueMoney Wallet,สาขาเซ็นทรัลเวิลด์
TXN00211,CUS0042,2026-08-13 21:04:47,P026,ชุดออกกำลังกาย เซ็ต,ชุดกีฬา,3,1050,3150,เงินสด,สาขาสยาม
TXN00210,CUS0042,2026-08-20 21:01:01,P010,กระโปรงยีนส์,กระโปรง,2,720,1440,เงินสด,สาขาเซ็นทรัลเวิลด์
TXN00208,CUS0042,2026-09-05 19:37:04,P019,รองเท้าแตะ,รองเท้า,1,350,350,TrueMoney Wallet,สาขาเซ็นทรัลเวิลด์
TXN00217,CUS0043,2024-08-11 16:33:49,P022,หมวกแก๊ป,หมวก,2,350,700,เงินสด,สาขาเชียงใหม่
TXN00214,CUS0043,2025-02-05 14:20:21,P007,กางเกงยีนส์ขาเดฟ,กางเกงยีนส์,3,950,2850,LINE Pay,สาขาเชียงใหม่
TXN00212,CUS0043,2025-02-06 13:07:02,P025,ถุงเท้าลายการ์ตูน (แพ็ค 3),ถุงเท้า,1,199,199,เงินสด,สาขาสยาม
TXN00219,CUS0043,2025-05-01 12:27:00,P023,หมวกบักเก็ต,หมวก,3,390,1170,TrueMoney Wallet,สาขาเซ็นทรัลเวิลด์
TXN00215,CUS0043,2025-07-05 14:59:18,P027,เสื้อแขนยาวลายสก็อต,เสื้อเชิ้ต,1,620,620,เงินสด,สาขาเชียงใหม่
TXN00213,CUS0043,2026-04-19 14:30:06,P012,เดรสสีพื้น แขนกุด,เดรส,3,750,2250,บัตรเครดิต,สาขาสยาม
TXN00221,CUS0043,2026-06-22 12:31:37,P004,เสื้อเชิ้ตลายทาง,เสื้อเชิ้ต,2,590,1180,โอนเงิน/พร้อมเพย์,สาขาเชียงใหม่
TXN00218,CUS0043,2026-07-02 10:34:36,P003,เสื้อโปโล สีกรม,เสื้อโปโล,2,399,798,บัตรเครดิต,สาขาสยาม
TXN00220,CUS0043,2026-08-30 10:00:22,P013,แจ็คเก็ตยีนส์,แจ็คเก็ต,2,1290,2580,LINE Pay,สาขาสยาม
TXN00216,CUS0043,2026-09-06 19:32:30,P018,รองเท้าผ้าใบลายพราง,รองเท้า,2,1390,2780,โอนเงิน/พร้อมเพย์,สาขาสยาม
TXN00224,CUS0044,2024-05-11 15:13:19,P027,เสื้อแขนยาวลายสก็อต,เสื้อเชิ้ต,3,620,1860,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00223,CUS0044,2024-07-22 16:59:25,P010,กระโปรงยีนส์,กระโปรง,2,720,1440,เงินสด,ออนไลน์
TXN00231,CUS0044,2024-09-22 13:46:20,P021,กระเป๋าเป้,กระเป๋า,3,1190,3570,TrueMoney Wallet,สาขาเชียงใหม่
TXN00230,CUS0044,2025-02-18 21:52:53,P004,เสื้อเชิ้ตลายทาง,เสื้อเชิ้ต,2,590,1180,TrueMoney Wallet,สาขาเซ็นทรัลเวิลด์
TXN00229,CUS0044,2025-03-24 17:41:56,P030,สร้อยคอเงิน,แอคเซสซอรี่,1,690,690,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00228,CUS0044,2025-08-03 17:44:49,P016,สเวตเตอร์ถักไหมพรม,สเวตเตอร์,1,850,850,โอนเงิน/พร้อมเพย์,สาขาเซ็นทรัลเวิลด์
TXN00222,CUS0044,2025-08-31 21:35:50,P006,กางเกงยีนส์ขาตรง,กางเกงยีนส์,1,890,890,เงินสด,สาขาเชียงใหม่
TXN00225,CUS0044,2025-09-11 12:24:56,P007,กางเกงยีนส์ขาเดฟ,กางเกงยีนส์,3,950,2850,บัตรเครดิต,ออนไลน์
TXN00226,CUS0044,2025-10-12 19:48:44,P023,หมวกบักเก็ต,หมวก,1,390,390,TrueMoney Wallet,สาขาสยาม
TXN00227,CUS0044,2025-12-02 15:33:09,P008,กางเกงขาสั้นผ้าฝ้าย,กางเกงขาสั้น,2,450,900,LINE Pay,สาขาเชียงใหม่
TXN00232,CUS0045,2024-01-23 12:42:06,P008,กางเกงขาสั้นผ้าฝ้าย,กางเกงขาสั้น,2,450,900,บัตรเครดิต,ออนไลน์
TXN00234,CUS0045,2024-02-07 20:58:06,P007,กางเกงยีนส์ขาเดฟ,กางเกงยีนส์,1,950,950,โอนเงิน/พร้อมเพย์,สาขาเซ็นทรัลเวิลด์
TXN00233,CUS0045,2024-04-27 14:46:19,P011,เดรสลายดอก,เดรส,1,890,890,LINE Pay,สาขาเชียงใหม่
TXN00239,CUS0046,2024-12-05 20:07:29,P026,ชุดออกกำลังกาย เซ็ต,ชุดกีฬา,3,1050,3150,LINE Pay,สาขาเชียงใหม่
TXN00235,CUS0046,2025-10-28 20:18:29,P015,ฮู้ดดี้ สีเทา,ฮู้ดดี้,1,690,690,เงินสด,สาขาเซ็นทรัลเวิลด์
TXN00237,CUS0046,2026-01-11 19:47:41,P001,เสื้อยืดคอกลม สีขาว,เสื้อยืด,3,259,777,LINE Pay,สาขาเซ็นทรัลเวิลด์
TXN00236,CUS0046,2026-02-11 21:25:00,P002,เสื้อยืดคอกลม สีดำ,เสื้อยืด,2,259,518,บัตรเครดิต,ออนไลน์
TXN00240,CUS0046,2026-03-08 21:06:57,P014,แจ็คเก็ตกันหนาว,แจ็คเก็ต,2,1590,3180,LINE Pay,สาขาเซ็นทรัลเวิลด์
TXN00241,CUS0046,2026-06-03 21:40:10,P023,หมวกบักเก็ต,หมวก,2,390,780,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00238,CUS0046,2026-06-12 20:56:56,P013,แจ็คเก็ตยีนส์,แจ็คเก็ต,3,1290,3870,TrueMoney Wallet,สาขาเซ็นทรัลเวิลด์
TXN00247,CUS0047,2025-08-21 14:17:24,P022,หมวกแก๊ป,หมวก,3,350,1050,LINE Pay,สาขาสยาม
TXN00248,CUS0047,2025-08-31 16:58:26,P025,ถุงเท้าลายการ์ตูน (แพ็ค 3),ถุงเท้า,1,199,199,โอนเงิน/พร้อมเพย์,สาขาเชียงใหม่
TXN00249,CUS0047,2025-11-15 14:47:25,P006,กางเกงยีนส์ขาตรง,กางเกงยีนส์,1,890,890,TrueMoney Wallet,สาขาเซ็นทรัลเวิลด์
TXN00243,CUS0047,2025-11-29 18:13:10,P001,เสื้อยืดคอกลม สีขาว,เสื้อยืด,1,259,259,บัตรเครดิต,สาขาเชียงใหม่
TXN00242,CUS0047,2026-01-07 10:24:53,P015,ฮู้ดดี้ สีเทา,ฮู้ดดี้,3,690,2070,LINE Pay,สาขาสยาม
TXN00244,CUS0047,2026-05-14 17:34:13,P020,กระเป๋าสะพายข้าง,กระเป๋า,1,990,990,LINE Pay,สาขาสยาม
TXN00246,CUS0047,2026-07-09 12:25:32,P017,รองเท้าผ้าใบสีขาว,รองเท้า,1,1290,1290,เงินสด,สาขาเชียงใหม่
TXN00245,CUS0047,2026-09-02 15:33:21,P014,แจ็คเก็ตกันหนาว,แจ็คเก็ต,3,1590,4770,LINE Pay,ออนไลน์
TXN00253,CUS0048,2024-11-08 17:00:51,P005,เสื้อเชิ้ตแขนสั้น สีฟ้า,เสื้อเชิ้ต,2,550,1100,โอนเงิน/พร้อมเพย์,สาขาเชียงใหม่
TXN00254,CUS0048,2025-07-04 15:30:31,P025,ถุงเท้าลายการ์ตูน (แพ็ค 3),ถุงเท้า,1,199,199,LINE Pay,สาขาสยาม
TXN00256,CUS0048,2025-08-19 12:33:53,P021,กระเป๋าเป้,กระเป๋า,1,1190,1190,โอนเงิน/พร้อมเพย์,สาขาสยาม
TXN00252,CUS0048,2025-10-20 13:17:45,P006,กางเกงยีนส์ขาตรง,กางเกงยีนส์,2,890,1780,LINE Pay,สาขาเชียงใหม่
TXN00255,CUS0048,2025-11-05 12:59:19,P003,เสื้อโปโล สีกรม,เสื้อโปโล,3,399,1197,LINE Pay,สาขาสยาม
TXN00251,CUS0048,2026-02-17 17:18:48,P007,กางเกงยีนส์ขาเดฟ,กางเกงยีนส์,2,950,1900,TrueMoney Wallet,สาขาเซ็นทรัลเวิลด์
TXN00250,CUS0048,2026-06-11 20:35:46,P015,ฮู้ดดี้ สีเทา,ฮู้ดดี้,1,690,690,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00257,CUS0049,2025-04-04 14:38:06,P007,กางเกงยีนส์ขาเดฟ,กางเกงยีนส์,1,950,950,TrueMoney Wallet,สาขาเซ็นทรัลเวิลด์
TXN00261,CUS0050,2025-02-15 14:26:14,P012,เดรสสีพื้น แขนกุด,เดรส,3,750,2250,บัตรเครดิต,ออนไลน์
TXN00258,CUS0050,2025-05-18 16:50:34,P006,กางเกงยีนส์ขาตรง,กางเกงยีนส์,1,890,890,บัตรเครดิต,สาขาสยาม
TXN00260,CUS0050,2025-05-23 18:05:47,P015,ฮู้ดดี้ สีเทา,ฮู้ดดี้,3,690,2070,LINE Pay,สาขาสยาม
TXN00259,CUS0050,2026-05-01 20:53:19,P025,ถุงเท้าลายการ์ตูน (แพ็ค 3),ถุงเท้า,3,199,597,บัตรเครดิต,ออนไลน์
TXN00265,CUS0051,2026-05-09 10:39:02,P015,ฮู้ดดี้ สีเทา,ฮู้ดดี้,3,690,2070,โอนเงิน/พร้อมเพย์,สาขาสยาม
TXN00262,CUS0051,2026-06-13 18:38:55,P018,รองเท้าผ้าใบลายพราง,รองเท้า,2,1390,2780,เงินสด,สาขาเซ็นทรัลเวิลด์
TXN00269,CUS0051,2026-07-28 16:16:35,P008,กางเกงขาสั้นผ้าฝ้าย,กางเกงขาสั้น,2,450,900,เงินสด,สาขาเชียงใหม่
TXN00267,CUS0051,2026-08-16 20:08:21,P023,หมวกบักเก็ต,หมวก,1,390,390,เงินสด,สาขาเชียงใหม่
TXN00264,CUS0051,2026-08-19 16:43:04,P016,สเวตเตอร์ถักไหมพรม,สเวตเตอร์,2,850,1700,บัตรเครดิต,สาขาเชียงใหม่
TXN00263,CUS0051,2026-08-29 21:36:31,P002,เสื้อยืดคอกลม สีดำ,เสื้อยืด,2,259,518,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00268,CUS0051,2026-08-31 18:35:49,P028,กางเกงสแล็คทำงาน,กางเกงสแล็ค,2,790,1580,บัตรเครดิต,สาขาเชียงใหม่
TXN00266,CUS0051,2026-09-02 17:48:57,P005,เสื้อเชิ้ตแขนสั้น สีฟ้า,เสื้อเชิ้ต,3,550,1650,บัตรเครดิต,สาขาสยาม
TXN00271,CUS0052,2025-02-02 15:45:19,P027,เสื้อแขนยาวลายสก็อต,เสื้อเชิ้ต,2,620,1240,บัตรเครดิต,สาขาสยาม
TXN00270,CUS0052,2025-04-25 18:22:13,P012,เดรสสีพื้น แขนกุด,เดรส,3,750,2250,LINE Pay,สาขาสยาม
TXN00273,CUS0052,2025-05-24 11:00:02,P013,แจ็คเก็ตยีนส์,แจ็คเก็ต,2,1290,2580,บัตรเครดิต,ออนไลน์
TXN00272,CUS0052,2025-09-02 21:35:56,P016,สเวตเตอร์ถักไหมพรม,สเวตเตอร์,1,850,850,LINE Pay,สาขาสยาม
TXN00274,CUS0052,2026-09-13 20:03:50,P011,เดรสลายดอก,เดรส,3,890,2670,TrueMoney Wallet,ออนไลน์
TXN00283,CUS0053,2022-08-03 10:43:42,P007,กางเกงยีนส์ขาเดฟ,กางเกงยีนส์,2,950,1900,เงินสด,สาขาสยาม
TXN00284,CUS0053,2023-03-30 12:30:01,P002,เสื้อยืดคอกลม สีดำ,เสื้อยืด,1,259,259,โอนเงิน/พร้อมเพย์,สาขาเซ็นทรัลเวิลด์
TXN00277,CUS0053,2023-05-05 14:35:45,P022,หมวกแก๊ป,หมวก,2,350,700,โอนเงิน/พร้อมเพย์,สาขาเชียงใหม่
TXN00276,CUS0053,2023-07-31 10:26:49,P021,กระเป๋าเป้,กระเป๋า,3,1190,3570,เงินสด,สาขาสยาม
TXN00278,CUS0053,2024-12-04 10:20:01,P023,หมวกบักเก็ต,หมวก,1,390,390,LINE Pay,สาขาสยาม
TXN00279,CUS0053,2025-09-29 18:02:52,P027,เสื้อแขนยาวลายสก็อต,เสื้อเชิ้ต,2,620,1240,เงินสด,ออนไลน์
TXN00281,CUS0053,2025-11-18 20:09:30,P028,กางเกงสแล็คทำงาน,กางเกงสแล็ค,3,790,2370,LINE Pay,สาขาสยาม
TXN00275,CUS0053,2026-02-11 17:40:48,P005,เสื้อเชิ้ตแขนสั้น สีฟ้า,เสื้อเชิ้ต,3,550,1650,บัตรเครดิต,สาขาสยาม
TXN00282,CUS0053,2026-03-05 17:13:57,P003,เสื้อโปโล สีกรม,เสื้อโปโล,1,399,399,บัตรเครดิต,สาขาสยาม
TXN00280,CUS0053,2026-06-18 16:28:04,P020,กระเป๋าสะพายข้าง,กระเป๋า,3,990,2970,เงินสด,ออนไลน์
TXN00292,CUS0054,2023-11-11 12:38:53,P023,หมวกบักเก็ต,หมวก,3,390,1170,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00288,CUS0054,2024-02-10 15:23:36,P002,เสื้อยืดคอกลม สีดำ,เสื้อยืด,2,259,518,LINE Pay,ออนไลน์
TXN00287,CUS0054,2024-03-22 16:19:19,P006,กางเกงยีนส์ขาตรง,กางเกงยีนส์,1,890,890,TrueMoney Wallet,สาขาเซ็นทรัลเวิลด์
TXN00285,CUS0054,2024-08-02 21:48:05,P024,เข็มขัดหนัง,เข็มขัด,3,490,1470,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00289,CUS0054,2024-09-15 12:51:07,P012,เดรสสีพื้น แขนกุด,เดรส,3,750,2250,โอนเงิน/พร้อมเพย์,สาขาเซ็นทรัลเวิลด์
TXN00286,CUS0054,2025-03-14 10:45:02,P030,สร้อยคอเงิน,แอคเซสซอรี่,2,690,1380,เงินสด,สาขาสยาม
TXN00291,CUS0054,2025-08-24 14:17:03,P029,แว่นกันแดด,แอคเซสซอรี่,3,450,1350,TrueMoney Wallet,สาขาเชียงใหม่
TXN00290,CUS0054,2026-02-12 17:24:49,P025,ถุงเท้าลายการ์ตูน (แพ็ค 3),ถุงเท้า,3,199,597,LINE Pay,สาขาเชียงใหม่
TXN00296,CUS0055,2024-04-18 18:35:31,P025,ถุงเท้าลายการ์ตูน (แพ็ค 3),ถุงเท้า,2,199,398,LINE Pay,สาขาเซ็นทรัลเวิลด์
TXN00295,CUS0055,2024-08-23 14:54:51,P020,กระเป๋าสะพายข้าง,กระเป๋า,1,990,990,TrueMoney Wallet,ออนไลน์
TXN00294,CUS0055,2026-03-10 12:37:58,P022,หมวกแก๊ป,หมวก,2,350,700,เงินสด,สาขาเชียงใหม่
TXN00293,CUS0055,2026-05-08 14:44:00,P013,แจ็คเก็ตยีนส์,แจ็คเก็ต,1,1290,1290,โอนเงิน/พร้อมเพย์,สาขาเชียงใหม่
TXN00299,CUS0056,2025-07-14 19:33:57,P002,เสื้อยืดคอกลม สีดำ,เสื้อยืด,1,259,259,โอนเงิน/พร้อมเพย์,สาขาเชียงใหม่
TXN00298,CUS0056,2025-11-17 18:05:34,P020,กระเป๋าสะพายข้าง,กระเป๋า,2,990,1980,โอนเงิน/พร้อมเพย์,สาขาสยาม
TXN00297,CUS0056,2025-11-28 21:13:59,P010,กระโปรงยีนส์,กระโปรง,2,720,1440,โอนเงิน/พร้อมเพย์,สาขาสยาม
TXN00300,CUS0056,2026-02-20 19:12:12,P022,หมวกแก๊ป,หมวก,2,350,700,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00301,CUS0057,2024-12-19 15:36:36,P006,กางเกงยีนส์ขาตรง,กางเกงยีนส์,3,890,2670,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00302,CUS0057,2026-07-23 12:15:02,P026,ชุดออกกำลังกาย เซ็ต,ชุดกีฬา,3,1050,3150,LINE Pay,สาขาเชียงใหม่
TXN00304,CUS0058,2025-10-18 18:38:01,P021,กระเป๋าเป้,กระเป๋า,2,1190,2380,เงินสด,สาขาสยาม
TXN00303,CUS0058,2026-07-05 11:09:20,P012,เดรสสีพื้น แขนกุด,เดรส,2,750,1500,TrueMoney Wallet,สาขาสยาม
TXN00306,CUS0059,2026-03-20 15:12:11,P019,รองเท้าแตะ,รองเท้า,2,350,700,LINE Pay,สาขาสยาม
TXN00307,CUS0059,2026-03-24 10:35:23,P016,สเวตเตอร์ถักไหมพรม,สเวตเตอร์,1,850,850,LINE Pay,ออนไลน์
TXN00305,CUS0059,2026-05-21 16:06:28,P028,กางเกงสแล็คทำงาน,กางเกงสแล็ค,2,790,1580,TrueMoney Wallet,สาขาเซ็นทรัลเวิลด์
TXN00308,CUS0059,2026-08-11 20:25:59,P007,กางเกงยีนส์ขาเดฟ,กางเกงยีนส์,1,950,950,เงินสด,สาขาสยาม
TXN00311,CUS0060,2026-07-09 10:16:50,P008,กางเกงขาสั้นผ้าฝ้าย,กางเกงขาสั้น,3,450,1350,TrueMoney Wallet,ออนไลน์
TXN00312,CUS0060,2026-07-18 12:20:48,P021,กระเป๋าเป้,กระเป๋า,1,1190,1190,เงินสด,สาขาเซ็นทรัลเวิลด์
TXN00310,CUS0060,2026-08-03 12:02:16,P019,รองเท้าแตะ,รองเท้า,1,350,350,โอนเงิน/พร้อมเพย์,สาขาสยาม
TXN00313,CUS0060,2026-08-13 19:37:28,P003,เสื้อโปโล สีกรม,เสื้อโปโล,3,399,1197,เงินสด,ออนไลน์
TXN00309,CUS0060,2026-09-08 16:11:28,P011,เดรสลายดอก,เดรส,3,890,2670,บัตรเครดิต,สาขาเชียงใหม่
TXN00314,CUS0061,2025-08-28 17:15:51,P012,เดรสสีพื้น แขนกุด,เดรส,2,750,1500,บัตรเครดิต,สาขาสยาม
TXN00319,CUS0061,2025-09-24 21:03:11,P016,สเวตเตอร์ถักไหมพรม,สเวตเตอร์,2,850,1700,LINE Pay,สาขาเซ็นทรัลเวิลด์
TXN00317,CUS0061,2025-12-17 10:40:04,P004,เสื้อเชิ้ตลายทาง,เสื้อเชิ้ต,1,590,590,LINE Pay,สาขาเชียงใหม่
TXN00316,CUS0061,2026-04-15 15:56:47,P013,แจ็คเก็ตยีนส์,แจ็คเก็ต,1,1290,1290,บัตรเครดิต,ออนไลน์
TXN00315,CUS0061,2026-06-05 13:51:02,P009,กระโปรงจีบ สีดำ,กระโปรง,2,690,1380,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00318,CUS0061,2026-07-29 13:30:07,P030,สร้อยคอเงิน,แอคเซสซอรี่,2,690,1380,โอนเงิน/พร้อมเพย์,สาขาเซ็นทรัลเวิลด์
TXN00325,CUS0062,2025-11-03 21:18:09,P008,กางเกงขาสั้นผ้าฝ้าย,กางเกงขาสั้น,1,450,450,เงินสด,ออนไลน์
TXN00321,CUS0062,2025-11-29 15:29:57,P005,เสื้อเชิ้ตแขนสั้น สีฟ้า,เสื้อเชิ้ต,2,550,1100,LINE Pay,สาขาสยาม
TXN00323,CUS0062,2025-12-05 14:48:12,P014,แจ็คเก็ตกันหนาว,แจ็คเก็ต,2,1590,3180,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00324,CUS0062,2026-02-04 13:06:24,P027,เสื้อแขนยาวลายสก็อต,เสื้อเชิ้ต,2,620,1240,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00326,CUS0062,2026-03-28 18:08:28,P029,แว่นกันแดด,แอคเซสซอรี่,3,450,1350,เงินสด,สาขาเชียงใหม่
TXN00327,CUS0062,2026-04-07 16:02:58,P001,เสื้อยืดคอกลม สีขาว,เสื้อยืด,1,259,259,LINE Pay,สาขาเซ็นทรัลเวิลด์
TXN00322,CUS0062,2026-06-24 10:40:57,P009,กระโปรงจีบ สีดำ,กระโปรง,1,690,690,บัตรเครดิต,ออนไลน์
TXN00320,CUS0062,2026-07-24 14:21:51,P028,กางเกงสแล็คทำงาน,กางเกงสแล็ค,2,790,1580,บัตรเครดิต,สาขาเชียงใหม่
TXN00331,CUS0063,2022-08-12 11:44:46,P027,เสื้อแขนยาวลายสก็อต,เสื้อเชิ้ต,1,620,620,TrueMoney Wallet,ออนไลน์
